Date,ppi y/y growth,cpi y/y growth,usdzar,usdeur,albi index,US cpi y/y growth,Price,repo rate,jse allshare index,food price index,oil price usd per barrel,neer index,Food and Nonalcoholic Beverages,Food,Processed Food,Unprocessed Food,Bread and Cereals,Meat,Fish,"Milk, Cheese and Eggs",Fats and Oils,Fruit,Vegetables,"Sugar, Sweets and Desserts",Other foods,Nonalcoholic Beverages,Hot Beverages,Cold Beverages,Alcoholic beverages and tobacco,Alcoholic Beverages,Spirits,Wine,Beer,Tobacco,Clothing and Footwear,Clothing,Footwear,Housing & Household Utilities,Actual Rentals for Housing,Actual Rentals - Flats,Actual Rentals - Houses,Actual Rentals - Town Houses,Owners Equivalent Rent of Residences,Owners Equivalent Rent - Houses,Owners Equivalent Rent - Flats,Owners Equivalent Rent - Town Houses,Household Maintenance and Repair,Water and Other Services,"Electricity, Gas and Other Fuels",Household Contents & Services,"Furnishings, Floor Coverings and Textiles","Household Appliances, Tableware and Equipment",Supplies and Services,Domestic Workers Wages,Health,Health Including Medical Insurance,"Medical Products, Appliances and Equipment",Medical Services and Paramedical Services,Doctors,Dentists,Hospital Services,Transport,Purchase of Vehicles,New Vehicles,Used Vehicles,Private Transportation,Petroleum,Other Running Costs,Public Transportation,Communications,Postal and Telecommunication Services,Telecommunication,Recreation and Culture,Recreational Equipment,Recreation and Culture Services,"Newspapers, Books and Stationery",Package Holidays,Education,Education Including Boarding Fees,Primary and Secondary Education,Tertiary Education,University Boarding Fees,Restaurants and Hotels,Restaurants,Hotels,Miscellaneous Goods and Services,Personal Care,Insurance,Medical Insurance,Financial Services n.e.c.,Other Services n.e.c.
2017-07,3.7,4.6,13.1859,1.1842,563.11,1.7,-1.6,6.75,7729.5,106.86,52.65,98.3,6.8,6.7,6.8,6.7,2.1,14.3,4.9,3.3,-2.7,-2.1,-1.3,14.5,3.7,6.5,8.8,5.2,3.3,2.7,3.7,6.2,0.4,4.9,3.5,3.8,3.1,4.5,5.1,5.0,4.8,5.4,4.9,4.8,5.5,5.1,1.6,7.1,2.1,2.4,-1.3,-2.2,4.7,5.4,7.0,9.7,7.1,6.3,6.5,6.3,5.1,0.9,3.7,4.0,0.0,-1.9,-3.6,4.1,1.7,-1.2,-0.4,-11.3,3.1,-0.2,1.7,8.7,24,7.0,7.0,7.6,6.3,8.5,4.1,5.0,3.8,7.8,9.7,8.0,10.3,5.4,11.9
2017-08,4.2,4.8,13.0032,1.191,568.893,1.9,1.3,6.75,7934.0,102.08,52.38,96.22,5.6,5.8,4.7,6.5,-1.1,14.9,4.7,2.8,-3.8,-3.5,-1.6,8.1,2.9,5.4,7.4,4.3,4.3,4.6,3.8,6.6,3.9,4.2,2.9,3.0,2.5,4.5,5.1,5.0,4.8,5.4,4.9,4.8,5.5,5.1,2.0,7.1,2.1,2.0,-3.0,-3.1,4.8,5.4,6.9,9.7,7.1,6.3,6.5,6.3,5.5,3.8,3.4,3.5,1.1,5.3,5.7,3.4,1.7,-1.3,-0.4,-13.2,2.5,-1.0,1.2,6.8,24.4,7.0,7.0,7.6,6.3,8.5,4.2,5.4,2.9,7.6,9.7,8.0,10.3,5.5,11.9
2017-09,5.2,5.1,13.559,1.1814,575.189,2.2,-2.2,6.75,7864.9,100.85,57.54,96.24,5.5,5.4,4.3,6.5,-2.8,15.6,4.4,2.8,-3.3,-4.4,-0.5,6.3,2.9,5.3,7.2,3.9,4.7,5.0,3.8,6.7,4.5,4.5,2.3,2.4,1.9,4.9,5.7,5.7,5.6,5.8,5.3,5.3,5.7,5.4,1.9,7.2,2.1,2.0,-3.0,-3.1,5.0,5.1,7.1,9.9,7.9,6.3,6.5,6.3,5.5,5.6,2.8,2.7,2.0,10.3,12.2,4.0,2.3,-1.4,-0.4,-13.7,2.3,-1.1,0.8,7.9,20.4,7.0,7.0,7.6,6.3,8.5,3.4,5.5,0.3,7.6,9.9,8.1,10.3,5.5,11.9
2017-10,5.0,4.8,14.1272,1.1646,561.958,2.0,2.0,6.75,8357.4,101.65,61.37,93.42,5.2,5.2,3.6,6.8,-3.0,15.6,3.1,2.7,-2.7,-3.5,0.7,5.1,1.0,4.9,7.0,3.5,5.0,5.3,3.5,7.2,5.0,4.8,2.0,2.1,1.5,5.0,5.7,5.7,5.6,5.8,5.3,5.3,5.7,5.4,2.1,7.2,2.2,1.9,-3.7,-3.0,4.5,5.1,6.7,9.7,6.7,6.3,6.5,6.3,5.5,5.4,2.8,2.7,2.9,9.1,10.8,3.5,2.6,-1.5,-0.4,-14.6,1.5,-1.5,0.7,7.5,12,7.0,7.0,7.6,6.3,8.5,3.2,5.5,-1.0,7.2,9.7,8.1,10.3,5.5,8.0
2017-11,5.1,4.6,13.6981,1.1904,556.492,2.2,1.7,6.75,8479.1,102.29,63.57,90.79,5.2,5.3,3.3,6.9,-4.9,14.9,2.4,4.4,-2.3,-4.6,3.1,4.6,0.4,5.0,6.3,4.0,5.0,5.3,2.9,6.9,5.1,4.7,1.8,2.0,1.6,5.0,5.7,5.7,5.6,5.8,5.3,5.3,5.7,5.4,2.6,7.2,2.2,1.9,-3.2,-3.3,4.8,5.1,6.5,9.7,6.3,6.3,6.5,6.3,5.1,4.4,2.7,2.4,3.9,7.0,7.8,3.5,2.6,-1.6,-0.4,-16.0,1.5,-2.1,0.5,7.4,12.9,7.0,7.0,7.6,6.3,8.5,3.3,6.6,-3.2,7.2,9.7,8.1,10.3,5.5,8.0
2017-12,5.2,4.7,12.3828,1.2005,587.965,2.1,2.3,6.75,8450.3,102.28,66.87,96.42,4.8,5.0,3.0,6.3,-5.0,13.9,3.2,4.8,-2.6,-4.2,1.1,3.8,-0.2,4.2,6.2,3.0,4.9,5.2,2.5,7.1,5.2,4.5,1.8,1.8,1.4,4.3,5.1,5.7,4.3,6.0,4.2,4.2,5.3,5.0,2.4,7.2,2.2,1.7,-4.5,-2.8,4.7,5.1,5.8,9.5,4.6,6.3,6.5,6.3,5.1,6.4,2.5,2.3,4.4,11.8,14.2,3.8,3.5,-1.7,-0.4,-15.7,0.4,-3.3,0.8,4.9,2.2,7.0,7.0,7.6,6.3,8.5,3.1,5.9,-2.4,7.0,9.5,8.1,10.3,5.5,8.0
2018-01,5.0,4.4,11.8514,1.2414,598.896,2.1,1.6,6.75,8458.7,105.82,69.05,101.77,4.6,4.6,2.8,6.0,-5.2,13.4,3.5,4.3,-3.4,-3.6,1.7,4.2,-0.4,4.1,5.7,3.2,5.3,5.6,2.5,7.2,6.1,4.8,1.7,2.0,1.2,4.3,5.1,5.7,4.3,6.0,4.2,4.2,5.3,5.0,2.8,7.3,2.2,1.5,-4.1,-3.2,4.6,5.1,6.1,9.7,5.4,6.3,6.5,6.3,5.1,4.3,2.5,2.5,4.3,7.7,9.2,2.7,0.9,-1.6,-0.4,-15.8,0.7,-2.9,0.8,5.6,3.8,7.0,7.0,7.6,6.3,8.5,3.5,5.9,-1.3,7.0,9.7,8.1,10.3,6.0,7.4
2018-02,4.1,4.0,11.7957,1.2194,622.439,2.2,0.2,6.75,8292.1,105.89,65.78,103.97,3.9,3.9,3.3,4.6,-5.1,11.4,4.4,4.7,-2.7,-4.3,1.2,4.4,-0.2,3.0,3.6,2.9,6.2,6.6,4.0,8.0,7.2,4.8,1.5,1.7,1.3,4.4,5.1,5.7,4.3,6.0,4.2,4.2,5.3,5.0,3.1,7.3,2.2,1.9,-4.1,-2.1,4.7,5.1,5.7,8.0,5.9,5.6,5.6,5.0,5.0,3.3,2.8,2.4,4.2,4.4,5.1,2.5,1.7,-1.6,-0.4,-15.6,0.5,-4.0,0.8,6.6,2.3,7.0,7.0,7.6,6.3,8.5,3.1,6.0,-2.8,6.3,8.0,6.9,8.5,6.0,7.4
2018-03,3.7,3.8,11.8408,1.2324,635.329,2.4,-2.6,6.5,7945.8,106.91,70.27,103.91,3.5,3.5,2.7,4.4,-4.9,9.9,5.7,4.3,-1.4,-5.5,2.2,1.6,-0.4,2.5,3.2,2.0,5.2,6.5,4.7,6.8,7.1,2.9,1.5,1.7,1.3,4.5,5.1,5.9,4.7,6.3,4.6,4.5,5.3,5.3,2.7,6.9,2.2,2.0,-4.3,-2.2,5.0,5.6,5.1,7.8,4.3,5.6,5.6,5.0,5.0,2.9,2.6,2.4,4.0,2.9,2.9,3.1,3.1,-1.0,0.1,-15.3,0.3,-4.4,0.9,4.9,3.2,6.8,6.8,7.7,5.2,8.3,2.8,6.1,-3.7,6.3,7.8,7.0,8.5,5.8,7.4
2018-04,4.4,4.5,12.4608,1.2078,630.866,2.5,1.5,6.5,8372.3,106.72,75.17,101.97,3.9,3.7,3.3,4.0,-3.8,8.9,5.9,5.2,-1.1,-8.1,2.6,-1.4,2.7,5.2,3.8,6.1,6.0,7.9,7.5,7.9,8.0,2.0,1.6,1.8,1.3,4.8,5.1,5.9,4.7,6.3,4.6,4.5,5.3,5.3,2.9,7.2,3.1,2.6,-3.8,-0.9,5.3,5.6,4.9,7.9,3.5,5.7,6.0,5.0,5.0,5.0,3.0,3.0,3.8,7.8,9.0,3.7,2.7,1.0,2.5,-16.4,1.4,-4.1,2.1,7.3,4.7,6.8,6.8,7.7,5.2,8.3,4.3,7.7,-2.2,6.1,7.9,7.1,8.5,6.4,5.2
2018-05,4.6,4.4,12.6993,1.1693,618.533,2.8,1.7,6.5,8081.3,108.36,77.59,100.73,3.4,2.9,2.1,3.9,-4.0,7.8,6.9,4.4,-1.4,-6.4,3.5,-4.3,1.6,5.5,5.4,5.7,6.1,8.6,7.5,7.8,9.4,1.7,1.7,1.9,1.2,4.8,5.1,5.9,4.7,6.3,4.6,4.5,5.3,5.3,2.5,7.3,3.1,2.3,-4.1,-0.9,5.1,5.6,4.8,7.8,3.6,5.8,6.0,5.0,4.8,5.1,3.0,3.0,3.6,8.2,9.4,3.3,2.1,1.1,2.5,-15.8,1.3,-3.8,2.1,6.5,5,6.8,6.8,7.7,5.2,8.3,5.0,7.1,0.7,6.3,7.8,7.3,8.5,6.4,5.2
2018-06,5.9,4.6,13.725,1.1684,611.297,2.9,0.4,6.5,8306.3,104.08,79.44,95.93,3.4,3.0,1.9,4.0,-3.2,6.8,7.5,3.8,-1.5,-3.2,5.8,-5.4,2.8,6.1,4.9,7.0,6.1,8.2,7.7,7.1,9.1,1.7,1.8,2.0,1.3,4.1,4.2,5.2,3.6,4.6,3.7,3.6,4.6,4.4,3.0,7.2,3.1,2.7,-2.2,-0.5,4.8,5.0,4.7,7.8,3.2,5.8,6.0,5.0,4.8,7.3,3.1,3.0,3.5,13.6,16.3,3.3,3.1,1.1,2.5,-16.1,0.6,-3.2,0.6,7.3,0.3,6.8,6.8,7.7,5.2,8.3,4.4,7.2,-1.2,6.1,7.8,7.1,8.5,6.4,5.2
2018-07,6.0,5.1,13.275,1.1691,626.081,2.9,2.6,6.5,8285.7,101.33,74.25,96.24,3.4,3.0,1.5,4.2,-3.1,5.6,6.6,4.2,-1.8,-4.2,8.7,-5.9,3.7,6.6,3.8,8.0,6.0,7.9,7.5,7.5,8.5,2.3,1.8,2.2,1.1,5.3,4.2,5.2,3.6,4.6,3.7,3.6,4.6,4.4,3.0,10.9,7.7,2.8,-2.5,0.8,4.7,5.0,4.4,7.6,2.6,5.8,6.0,5.0,4.8,10.1,3.0,2.9,3.4,20.4,25.4,3.2,3.3,1.1,2.5,-16.6,0.4,-2.6,0.6,5.6,-3.2,6.8,6.8,7.7,5.2,8.3,4.2,6.5,-0.9,5.6,7.6,7.3,8.5,6.7,0.6
2018-08,6.3,4.9,14.6887,1.1602,614.402,2.7,1.5,6.5,8479.7,97.36,77.42,92.69,3.5,2.8,1.9,3.8,-2.2,5.4,5.2,3.7,-0.6,-3.3,8.9,-5.9,2.8,8.2,4.4,10.4,4.7,5.5,7.5,6.2,4.4,2.5,1.9,2.3,0.9,5.4,4.2,5.2,3.6,4.6,3.7,3.6,4.6,4.4,3.0,11.2,7.9,2.9,-1.9,0.5,4.7,5.0,5.3,7.9,3.4,6.6,6.8,5.8,4.7,9.6,2.8,2.9,3.1,19.3,23.6,3.5,2.9,1.2,2.5,-15.7,0.3,-2.6,0.6,5.4,-2.9,6.8,6.8,7.7,5.2,8.3,4.0,5.9,-0.3,5.6,7.9,7.3,8.5,6.6,0.6
2018-09,6.2,4.9,14.1415,1.1604,616.243,2.3,-0.5,6.5,8125.9,98.63,82.72,88.42,3.9,3.4,2.9,3.6,-0.7,4.7,5.4,4.2,1.4,-4.8,9.1,-1.0,3.3,8.4,4.6,10.6,4.2,5.1,7.9,5.8,3.4,2.5,1.9,2.3,1.1,5.3,4.0,4.7,3.5,4.7,3.6,3.5,4.4,4.4,3.0,11.1,7.9,3.0,-3.0,1.5,4.9,5.2,5.4,7.9,3.7,6.6,6.8,5.8,4.7,8.7,3.0,3.0,3.0,15.2,18.6,3.1,7.1,1.1,2.5,-16.7,0.5,-2.7,0.9,5.8,-4.3,6.8,6.8,7.7,5.2,8.3,4.6,6.1,1.2,5.5,7.9,6.8,8.5,6.6,0.6
2018-10,6.9,5.1,14.7864,1.1312,605.718,2.5,3.3,6.5,7657.5,100.42,75.47,91.05,3.4,2.9,2.8,2.9,-0.8,4.0,5.1,2.8,0.7,-4.1,7.8,1.8,3.2,8.0,3.6,10.8,4.2,5.2,6.9,5.2,4.5,2.1,1.9,2.3,1.1,5.2,4.0,4.7,3.5,4.7,3.6,3.5,4.4,4.4,3.1,11.1,7.7,2.9,-2.2,0.8,4.9,5.2,5.0,7.8,2.5,6.6,6.8,5.8,4.7,10.5,4.0,4.2,3.0,18.9,22.8,3.4,6.8,1.2,2.5,-15.3,0.7,-2.8,1.0,6.1,-1.8,6.8,6.8,7.7,5.2,8.3,4.3,5.8,0.7,5.5,7.8,6.8,8.5,6.6,0.6
2018-11,6.8,5.2,13.8699,1.1317,629.135,2.2,1.1,6.75,7414.4,95.86,58.71,93.98,3.4,2.8,3.5,2.1,1.3,2.7,6.0,2.0,1.4,-3.7,7.7,2.8,3.4,8.5,4.1,10.8,4.7,5.8,6.9,6.0,5.4,2.2,1.7,2.0,0.9,5.2,4.0,4.7,3.5,4.7,3.6,3.5,4.4,4.4,3.2,11.1,7.7,3.3,-1.3,1.8,4.9,5.2,5.1,7.8,2.9,6.6,6.8,5.8,4.8,10.7,3.8,3.8,2.9,19.3,23.2,3.8,6.8,1.4,2.5,-13.0,0.9,-1.5,1.0,6.0,-2.2,6.8,6.8,7.7,5.2,8.3,4.1,5.0,2.0,5.6,7.8,6.8,8.5,6.6,0.6
2018-12,5.3,4.5,14.3467,1.1467,633.152,1.9,0.5,6.75,7729.6,98.69,53.8,93.09,3.0,2.3,3.5,1.5,1.1,1.8,5.7,1.4,2.1,-1.6,8.5,4.2,3.8,7.7,4.3,9.8,4.8,6.1,7.6,6.0,5.8,2.4,1.6,2.0,1.2,5.4,4.2,4.8,3.8,4.8,3.8,3.7,4.4,4.2,3.6,11.2,7.7,3.3,-1.6,1.6,5.0,5.2,5.1,7.8,3.0,6.6,6.8,5.8,4.8,6.0,3.5,3.7,2.0,7.6,8.6,3.3,7.6,1.4,2.5,-13.5,1.1,-1.1,0.7,7.2,0.3,6.8,6.8,7.7,5.2,8.3,3.7,5.0,0.6,5.6,7.8,6.8,8.5,6.6,0.6
2019-01,4.0,4.0,13.2542,1.1448,651.525,1.6,1.0,6.75,7946.5,100.47,61.89,94.47,2.9,2.4,3.9,1.3,2.8,0.7,5.9,0.8,1.5,0.4,11.0,3.5,2.9,8.7,4.6,11.2,4.7,6.0,7.1,6.1,5.4,2.2,1.7,2.0,1.2,5.4,4.2,4.8,3.8,4.8,3.8,3.7,4.4,4.2,3.3,11.1,7.6,3.4,-1.9,1.9,5.1,5.2,4.8,7.8,2.3,6.6,6.8,5.8,4.8,2.9,3.7,3.8,1.7,-0.1,-1.1,3.9,9.5,1.5,2.5,-11.4,1.1,-1.4,0.9,6.9,-0.3,6.8,6.8,7.7,5.2,8.3,3.6,5.6,-0.3,5.3,7.8,6.4,8.5,5.1,2.5
2019-02,4.7,4.1,14.0849,1.1371,648.654,1.5,0.4,6.75,8217.6,98.77,66.03,95.03,2.9,2.4,4.1,0.7,4.9,-0.6,5.7,0.7,1.2,4.7,8.9,4.1,3.8,8.7,4.0,11.1,4.6,5.6,6.4,5.5,5.4,2.4,1.8,2.0,1.0,5.3,4.2,4.8,3.8,4.8,3.8,3.7,4.4,4.2,2.6,11.1,7.6,3.5,-0.2,1.5,5.1,5.2,4.3,8.0,2.3,5.6,5.9,5.5,4.5,3.5,3.4,3.6,1.2,1.6,1.0,4.2,8.9,1.5,2.5,-12.2,1.2,-0.9,0.9,7.0,-1,6.8,6.8,7.7,5.2,8.3,4.1,5.3,1.7,5.4,8.0,6.8,8.7,5.1,2.5
2019-03,6.2,4.5,14.5012,1.1218,657.292,1.9,2.3,6.75,8346.0,98.06,68.39,91.21,3.1,2.4,4.4,0.7,6.2,-1.1,4.8,0.9,1.7,7.6,9.4,4.0,3.8,10.1,5.0,13.1,6.4,6.5,7.4,7.8,5.5,6.1,1.9,2.0,1.1,4.6,3.5,4.7,2.5,4.4,2.7,2.5,4.0,3.7,3.2,10.9,7.6,3.5,-0.8,1.6,5.0,5.1,5.3,8.3,4.5,5.6,5.9,5.5,4.5,6.4,3.4,3.6,0.8,8.1,8.8,5.0,10.0,1.5,2.5,-11.3,1.2,-0.2,0.9,6.7,-2.3,6.6,6.6,6.9,6.2,10.8,4.4,5.4,2.5,5.3,8.3,6.6,8.7,4.9,2.5
2019-04,6.4,4.4,14.2986,1.1215,662.219,2.0,4.2,6.75,8698.6,101.57,72.8,93.0,2.9,2.4,4.2,0.9,6.2,-1.2,4.8,0.8,2.1,6.3,10.1,5.1,2.9,7.5,4.1,9.5,5.7,5.8,6.3,7.9,4.5,5.7,1.9,2.1,1.1,4.4,3.5,4.7,2.5,4.4,2.7,2.5,4.0,3.7,2.8,10.7,6.8,3.2,-1.2,1.1,4.9,5.1,4.7,8.2,3.2,5.9,5.8,5.5,4.5,7.4,3.4,3.6,0.3,10.5,11.9,4.4,10.4,-0.4,0.2,-10.6,0.3,-0.4,-0.2,4.9,-2.4,6.6,6.6,6.9,6.2,10.8,2.8,3.6,1.2,5.4,8.2,6.7,8.8,4.2,2.3
2019-05,6.4,4.5,14.5803,1.1169,666.447,1.8,0.2,6.75,8277.4,98.09,64.49,92.14,3.2,2.8,4.8,1.3,7.9,-0.9,5.8,1.3,2.9,4.4,8.1,6.7,4.0,7.0,2.2,9.6,5.5,5.3,5.8,7.9,3.8,6.2,2.0,2.2,1.1,4.5,3.5,4.7,2.5,4.4,2.7,2.5,4.0,3.7,4.4,10.9,6.8,3.3,-0.7,1.0,4.9,5.1,5.2,8.3,4.4,5.7,5.8,5.5,4.5,7.0,3.2,3.5,-0.5,10.1,11.6,4.0,9.5,-0.5,0.2,-10.5,0.4,0.4,-0.1,4.8,-6.9,6.6,6.6,6.9,6.2,10.8,3.3,3.6,2.4,5.3,8.3,6.5,8.8,4.2,2.3
2019-06,5.8,4.5,14.0869,1.1373,681.604,1.6,-4.0,6.75,8673.2,100.21,66.55,90.9,3.6,3.2,5.5,1.5,7.3,0.2,6.0,2.1,3.5,4.5,5.7,8.3,3.9,7.4,2.7,9.9,6.0,5.9,5.9,8.6,4.6,6.3,1.9,2.4,1.1,5.0,4.0,4.5,3.4,5.6,3.3,3.1,4.2,4.3,3.9,10.9,6.8,3.0,-1.3,1.2,4.6,4.6,5.4,8.3,4.6,5.7,5.8,5.5,4.5,5.5,3.0,3.5,-0.9,6.7,7.3,4.0,8.3,-0.3,0.2,-8.5,0.8,-0.7,1.2,4.6,-7.3,6.6,6.6,6.9,6.2,10.8,3.6,3.7,3.1,5.4,8.3,6.6,8.8,4.2,2.3
2019-07,4.9,4.0,14.3429,1.1076,676.534,1.8,-1.4,6.5,8467.4,100.27,65.17,94.29,3.3,2.9,5.2,1.5,7.9,0.2,6.5,1.6,3.0,6.0,4.4,8.7,3.7,5.4,2.6,7.1,6.0,6.0,6.6,8.1,4.7,5.8,1.9,2.2,1.3,5.1,4.0,4.5,3.4,5.6,3.3,3.1,4.2,4.3,4.4,7.1,10.4,2.9,-1.2,1.1,4.6,4.6,5.5,8.3,5.0,5.7,5.8,5.5,4.5,3.0,3.9,4.3,-1.3,0.5,-0.5,4.2,7.7,-0.1,0.4,-8.6,0.8,-0.9,1.2,4.6,-7.3,6.6,6.6,6.9,6.2,10.8,2.8,3.6,1.3,5.6,8.3,6.9,8.8,3.5,2.3
2019-08,4.5,4.3,15.1954,1.0982,683.143,1.7,-1.3,6.5,8261.2,98.26,60.43,88.75,3.9,3.8,5.6,2.5,8.6,0.7,7.5,3.1,4.4,4.3,4.3,10.2,4.4,5.3,2.2,7.1,6.1,6.5,6.5,9.5,4.8,5.6,2.1,2.3,1.5,5.2,4.0,4.5,3.4,5.6,3.3,3.1,4.2,4.3,4.0,7.0,11.8,3.2,-0.5,1.6,4.7,4.6,4.9,8.2,4.6,5.0,5.0,4.7,4.6,3.1,3.9,4.4,-1.7,0.4,-0.4,4.2,8.9,-0.1,0.4,-8.0,1.3,0.2,1.2,5.1,-6.6,6.6,6.6,6.9,6.2,10.8,3.0,3.6,2.2,5.6,8.2,6.9,8.8,3.5,2.3
2019-09,4.1,4.1,15.1363,1.0899,686.614,1.7,-2.2,6.5,8277.0,96.05,60.78,90.97,4.0,3.8,4.8,2.8,8.5,1.1,7.1,2.2,4.2,5.0,5.3,5.1,4.8,5.2,1.5,7.4,6.2,6.5,5.3,10.3,5.3,5.2,2.2,2.5,1.5,4.8,3.3,4.1,2.7,4.3,2.7,2.5,3.7,3.5,4.8,7.1,11.8,3.2,-0.2,1.6,4.3,4.7,4.6,8.1,3.8,5.0,5.0,4.7,4.6,2.4,3.8,4.3,-2.2,1.0,0.1,4.7,3.1,0.0,0.4,-7.3,1.4,0.2,1.4,5.3,-6.6,6.6,6.6,6.9,6.2,10.8,3.3,4.3,1.5,5.6,8.1,6.9,8.8,3.5,2.3
2019-10,3.0,3.7,15.1008,1.1152,684.214,1.8,-0.6,6.5,8537.2,96.38,60.23,90.34,3.6,3.5,4.5,2.7,8.5,1.2,7.5,2.5,2.6,5.1,3.5,2.9,4.1,4.7,2.0,6.2,5.7,5.7,5.4,9.6,3.7,5.8,2.3,2.5,1.6,4.8,3.3,4.1,2.7,4.3,2.7,2.5,3.7,3.5,4.5,7.1,11.8,3.0,-0.6,1.4,4.3,4.7,4.8,8.2,4.5,5.0,5.0,4.7,4.6,0.3,3.4,3.9,-2.7,-3.2,-4.8,4.6,2.5,0.1,0.4,-6.7,1.0,0.2,1.2,3.8,-6.4,6.6,6.6,6.9,6.2,10.8,3.1,4.1,1.0,5.6,8.2,6.9,8.8,3.5,2.3
2019-11,2.3,3.6,14.6706,1.1018,685.731,2.1,-3.7,6.5,8383.9,100.28,62.43,90.73,3.5,3.5,4.6,2.9,8.0,1.9,7.6,2.5,3.3,3.6,1.6,3.2,5.0,3.4,1.0,4.8,5.1,5.0,5.1,8.8,2.7,5.8,2.4,2.6,1.6,4.8,3.3,4.1,2.7,4.3,2.7,2.5,3.7,3.5,4.4,7.2,11.8,2.9,-1.0,1.4,4.3,4.7,4.8,8.2,4.5,5.0,5.0,4.7,4.6,-0.2,3.8,4.4,-3.2,-4.9,-6.7,3.5,2.9,0.0,0.4,-7.1,1.3,-0.2,1.2,5.3,-5.8,6.6,6.6,6.9,6.2,10.8,3.2,4.6,0.5,5.6,8.2,6.9,8.8,3.5,2.3
2019-12,3.4,4.0,14.0,1.1213,698.502,2.3,-7.4,6.5,8660.7,104.02,66.0,92.79,3.9,3.9,4.6,3.3,8.0,2.0,8.1,2.5,2.6,2.1,3.5,4.7,4.8,4.3,1.2,6.0,5.0,4.5,5.0,8.1,2.5,5.8,2.4,2.6,1.5,4.6,3.0,3.4,2.6,3.1,2.4,2.3,3.0,2.8,4.2,7.1,11.8,2.8,-0.7,1.4,3.8,4.4,4.8,8.3,4.6,5.0,5.0,4.7,4.6,3.3,3.9,4.4,-2.6,2.7,2.4,3.8,3.7,0.1,0.4,-5.6,1.3,0.1,1.2,5.4,-8.1,6.6,6.6,6.9,6.2,10.8,2.9,4.7,-1.1,5.4,8.3,6.8,8.8,3.5,2.3
