Date,ppi y/y growth,cpi y/y growth,usdzar,usdeur,albi index,US cpi y/y growth,Price,repo rate,jse allshare index,food price index,oil price usd per barrel,neer index,Food and Nonalcoholic Beverages,Food,Processed Food,Unprocessed Food,Bread and Cereals,Meat,Fish,"Milk, Cheese and Eggs",Fats and Oils,Fruit,Vegetables,"Sugar, Sweets and Desserts",Other foods,Nonalcoholic Beverages,Hot Beverages,Cold Beverages,Alcoholic beverages and tobacco,Alcoholic Beverages,Spirits,Wine,Beer,Tobacco,Clothing and Footwear,Clothing,Footwear,Housing & Household Utilities,Actual Rentals for Housing,Actual Rentals - Flats,Actual Rentals - Houses,Actual Rentals - Town Houses,Owners Equivalent Rent of Residences,Owners Equivalent Rent - Houses,Owners Equivalent Rent - Flats,Owners Equivalent Rent - Town Houses,Household Maintenance and Repair,Water and Other Services,"Electricity, Gas and Other Fuels",Household Contents & Services,"Furnishings, Floor Coverings and Textiles","Household Appliances, Tableware and Equipment",Supplies and Services,Domestic Workers Wages,Health,Health Including Medical Insurance,"Medical Products, Appliances and Equipment",Medical Services and Paramedical Services,Doctors,Dentists,Hospital Services,Transport,Purchase of Vehicles,New Vehicles,Used Vehicles,Private Transportation,Petroleum,Other Running Costs,Public Transportation,Communications,Postal and Telecommunication Services,Telecommunication,Recreation and Culture,Recreational Equipment,Recreation and Culture Services,"Newspapers, Books and Stationery",Package Holidays,Education,Education Including Boarding Fees,Primary and Secondary Education,Tertiary Education,University Boarding Fees,Restaurants and Hotels,Restaurants,Hotels,Miscellaneous Goods and Services,Personal Care,Insurance,Medical Insurance,Financial Services n.e.c.,Other Services n.e.c.
2020-01,4.6,4.5,15.0282,1.1093,706.786,2.5,-2.7,6.25,8513.9,105.4,58.16,92.74,3.8,3.7,4.1,3.3,6.0,2.5,6.8,3.0,3.7,8.7,1.2,6.0,4.9,4.0,2.0,5.1,5.2,4.8,5.3,8.8,2.5,5.7,2.2,2.6,1.3,4.7,3.0,3.4,2.6,3.1,2.4,2.3,3.0,2.8,4.1,7.1,11.9,2.7,-1.1,2.1,3.7,4.4,5.1,8.2,5.1,5.0,5.0,4.7,4.6,6.5,3.6,4.2,-2.6,11.4,13.7,2.7,0.7,0.1,0.5,-6.6,0.8,-0.2,1.0,5.3,-10.7,6.6,6.6,6.9,6.2,10.8,2.3,4.1,-1.5,5.7,8.2,7.1,8.8,6.2,0.7
2020-02,4.5,4.6,15.6609,1.1026,706.477,2.3,-2.6,6.25,7748.7,101.11,50.52,90.05,4.2,4.1,4.0,4.5,4.9,4.2,6.3,3.3,5.1,6.6,2.7,6.0,5.2,3.5,2.6,4.0,4.9,4.6,5.1,8.6,2.2,5.7,2.3,2.6,1.6,4.7,3.0,3.4,2.6,3.1,2.4,2.3,3.0,2.8,3.9,7.2,11.9,2.3,-2.0,1.5,3.7,4.4,5.5,9.0,6.3,5.0,5.1,4.8,3.9,6.2,4.2,4.8,-2.7,10.7,12.7,2.7,0.8,0.0,0.5,-6.3,0.8,-0.1,1.0,4.1,-8.6,6.6,6.6,6.9,6.2,10.8,1.8,4.5,-4.3,6.3,9.0,7.7,9.6,6.2,0.7
2020-03,3.3,4.1,17.8379,1.1031,637.615,1.5,-6.7,5.25,6808.9,97.2,22.74,81.79,4.2,4.4,3.8,4.8,3.7,5.0,5.2,3.7,4.1,7.1,1.6,6.0,5.5,2.1,1.0,2.8,3.7,3.3,4.3,5.0,2.1,4.2,2.3,2.6,1.3,4.8,2.7,3.0,2.7,2.2,2.5,2.5,3.1,2.6,3.7,7.3,11.9,2.6,-1.2,1.9,3.8,4.6,4.6,8.8,4.2,5.0,5.1,4.8,3.9,3.4,4.3,4.8,-2.5,4.7,5.5,2.0,-1.6,0.1,0.5,-7.2,0.9,0.0,0.9,5.1,-10.1,6.4,6.4,7.4,4.7,6.0,1.4,4.4,-5.2,6.5,8.8,7.9,9.6,7.0,0.7
2020-04,1.3,3.0,18.5264,1.0955,662.598,0.3,-53.0,4.25,7760.7,92.93,25.27,74.3,4.3,4.6,4.0,5.1,3.6,6.1,2.8,4.1,6.4,9.1,-0.1,6.5,4.0,3.3,4.7,2.5,2.3,1.8,2.4,2.9,0.9,3.4,1.4,1.8,0.7,4.7,2.7,3.0,2.7,2.2,2.5,2.5,3.1,2.6,3.1,7.2,11.5,2.4,-1.8,1.0,3.9,4.6,4.8,8.7,4.9,4.7,4.8,4.8,3.9,-3.5,3.0,3.4,-2.9,-10.4,-12.7,0.5,-1.7,-0.3,0.1,-7.1,0.4,-0.2,0.6,2.9,-10.1,6.4,6.4,7.4,4.7,6.0,1.1,3.7,-4.8,6.4,8.7,7.8,9.5,7.0,1.0
2020-05,0.3,2.1,17.5465,1.1101,709.406,0.1,-34.3,3.75,7784.5,96.52,35.33,76.01,4.4,4.8,3.9,5.5,2.8,5.5,2.4,7.0,8.3,16.9,-0.5,6.8,2.4,0.9,3.8,-0.6,1.3,0.8,1.8,1.6,-0.2,2.2,0.5,0.7,0.0,4.6,2.7,3.0,2.7,2.2,2.5,2.5,3.1,2.6,1.5,7.1,11.6,2.0,-2.6,0.1,3.5,4.6,4.0,8.6,2.5,4.9,5.0,4.8,3.6,-8.3,2.4,2.8,-2.9,-20.9,-25.8,0.7,-0.7,-0.4,0.0,-6.7,0.9,0.2,0.5,5.4,-6.5,6.4,6.4,7.4,4.7,6.0,0.0,2.5,-5.7,6.3,8.6,7.8,9.5,7.0,1.0
2020-06,0.5,2.2,17.3512,1.1234,701.011,0.6,-14.3,3.75,8387.1,99.81,41.15,79.2,4.2,4.6,4.1,4.9,2.8,5.2,3.0,6.3,8.8,10.2,-0.1,7.3,3.6,1.3,1.9,1.0,1.4,0.9,2.2,1.5,-0.2,2.5,0.6,0.6,0.1,3.9,1.9,2.3,1.8,1.0,1.6,1.8,2.2,1.4,1.3,7.1,11.6,1.7,-2.5,-1.2,3.3,4.5,3.8,8.6,2.1,4.9,5.0,4.8,3.6,-5.9,3.7,4.1,-2.8,-16.2,-20.9,3.5,-1.0,-0.1,0.0,-0.7,1.0,1.6,0.5,4.0,-6.1,6.4,6.4,7.4,4.7,6.0,0.2,2.3,-4.2,6.1,8.6,7.7,9.5,7.0,1.0
2020-07,2.0,3.2,17.0718,1.1778,705.277,1.0,-10.3,3.5,8601.5,97.64,43.3,80.08,4.4,4.7,4.3,4.8,2.8,5.1,3.8,6.1,8.9,12.0,1.6,6.6,2.6,2.4,3.0,2.1,2.4,1.8,2.4,2.6,1.3,3.6,0.4,0.6,0.0,3.2,1.9,2.3,1.8,1.0,1.6,1.8,2.2,1.4,1.3,5.8,7.5,1.8,-3.1,-0.4,3.4,4.5,3.9,8.6,2.4,4.9,5.0,4.8,3.6,0.0,3.9,4.5,-2.5,-4.2,-6.2,4.0,1.5,-0.2,-0.2,-0.8,1.1,1.2,0.6,4.9,-3.3,6.4,6.4,7.4,4.7,6.0,1.2,2.3,-1.8,6.7,8.6,7.5,9.5,7.4,8.5
2020-08,2.4,3.1,16.9416,1.1936,711.549,1.3,-11.8,3.5,8579.3,98.62,45.28,76.72,3.9,4.3,4.4,4.1,2.8,4.1,3.2,5.3,7.7,14.0,2.7,6.7,3.5,1.1,2.1,0.4,3.2,2.9,3.2,5.0,1.6,4.0,0.2,0.5,-0.2,3.0,1.9,2.3,1.8,1.0,1.6,1.8,2.2,1.4,2.1,6.2,6.0,1.9,-2.9,0.2,3.3,4.5,4.1,8.7,2.7,4.9,5.0,4.8,3.9,0.1,3.9,4.5,-2.3,-3.4,-5.3,3.8,0.7,-0.3,-0.2,-1.0,0.9,0.4,0.6,4.3,-4,6.4,6.4,7.4,4.7,6.0,0.6,2.3,-2.8,6.7,8.7,7.5,9.5,7.4,8.5
2020-09,2.6,3.0,16.7484,1.1721,711.21,1.4,-3.2,3.5,8443.4,100.0,40.95,78.83,3.8,4.2,4.6,4.0,2.8,4.5,4.2,5.5,6.2,13.1,1.9,8.2,2.3,1.2,4.3,-0.7,4.0,2.8,3.9,4.6,1.4,6.9,0.2,0.4,-0.1,2.8,1.4,1.6,1.4,1.1,1.3,1.2,1.5,1.2,1.8,6.1,6.0,1.5,-2.2,0.5,2.7,3.5,3.9,8.7,2.5,4.9,5.0,4.8,3.9,0.2,4.3,4.9,-2.0,-4.2,-6.3,4.0,1.6,-0.2,-0.2,-0.4,1.1,0.9,0.4,5.2,-3.8,6.4,6.4,7.4,4.7,6.0,-0.5,1.4,-5.0,6.6,8.7,7.6,9.5,7.4,8.5
2020-10,2.7,3.3,16.2439,1.1647,717.532,1.2,-5.2,3.5,8044.4,105.35,37.46,79.88,5.4,5.5,5.8,5.6,3.3,5.9,5.3,6.5,9.7,13.9,4.8,9.8,3.6,3.3,6.1,1.7,4.5,2.8,3.2,5.1,1.5,7.7,0.2,0.3,-0.1,2.8,1.4,1.6,1.4,1.1,1.3,1.2,1.5,1.2,2.2,6.1,6.0,1.9,-2.4,1.3,3.0,3.5,4.1,8.7,2.9,4.9,5.0,4.8,3.9,-0.6,4.6,5.1,-1.8,-6.6,-9.2,4.0,3.0,-0.4,-0.2,-1.7,1.8,1.9,0.6,7.6,-3.7,6.4,6.4,7.4,4.7,6.0,-0.3,1.0,-3.2,6.7,8.7,7.6,9.5,7.4,8.5
2020-11,3.0,3.2,15.4681,1.1927,740.88,1.2,-5.7,3.5,8890.2,108.42,47.59,83.8,5.8,6.0,5.8,5.9,4.3,6.6,4.5,6.0,8.4,14.5,6.0,9.3,2.6,4.5,6.3,3.6,3.8,2.9,3.8,4.6,1.6,5.5,0.1,0.3,0.0,2.9,1.4,1.6,1.4,1.1,1.3,1.2,1.5,1.2,2.4,6.0,6.0,1.9,-2.3,1.5,3.0,3.5,4.0,8.7,2.6,4.9,5.0,4.8,3.9,-1.3,3.8,4.4,-1.5,-7.3,-10.4,4.9,1.8,-0.4,-0.2,-2.8,1.8,2.4,0.6,7.0,-4.3,6.4,6.4,7.4,4.7,6.0,0.0,0.4,-1.2,6.8,8.7,7.6,9.5,7.4,8.5
2020-12,3.0,3.1,14.6947,1.2216,758.955,1.4,0.6,3.5,9266.8,109.5,51.8,86.09,5.9,6.2,6.5,5.9,5.0,7.3,5.2,6.4,10.3,11.8,2.2,8.3,3.6,4.6,6.8,3.4,3.8,3.0,4.1,5.0,1.6,5.4,0.2,0.3,0.0,2.7,1.2,1.9,0.9,1.4,1.1,1.0,1.8,1.8,2.2,6.0,6.0,1.7,-2.4,1.1,3.0,3.3,4.4,8.7,3.6,4.9,5.0,4.8,3.9,-1.6,4.4,4.8,-0.6,-8.5,-11.7,4.9,1.2,-0.5,-0.2,-4.7,1.6,2.3,0.6,5.5,0.7,6.4,6.4,7.4,4.7,6.0,-0.3,1.1,-3.4,7.0,8.7,7.8,9.5,7.4,8.5
2021-01,3.5,3.2,15.1609,1.2136,764.742,1.4,-6.2,3.5,9749.2,116.4,55.88,84.56,5.4,5.7,6.1,5.2,5.1,7.2,4.0,6.0,10.4,6.0,-0.6,7.3,2.6,3.6,6.4,2.1,3.5,2.9,3.4,4.4,1.8,5.0,0.6,0.5,0.5,2.6,1.2,1.9,0.9,1.4,1.1,1.0,1.8,1.8,2.1,6.0,5.9,1.9,-1.0,0.7,2.9,3.3,4.5,8.8,3.9,4.9,5.0,4.8,3.9,-0.5,4.1,4.5,-0.5,-5.5,-8.6,7.4,1.6,-0.5,-0.3,-4.9,1.5,2.3,0.3,4.5,1.5,6.4,6.4,7.4,4.7,6.0,0.3,0.7,-0.8,6.5,8.8,7.7,9.5,3.0,8.6
2021-02,4.0,2.9,15.1204,1.2075,765.193,1.7,-3.4,3.5,10321.4,119.45,66.13,86.86,5.2,5.4,5.5,5.2,4.5,6.8,5.4,6.3,10.7,4.8,-0.6,7.0,1.5,4.0,6.7,2.5,3.9,3.6,3.6,4.9,2.7,4.8,0.3,0.2,0.6,2.6,1.2,1.9,0.9,1.4,1.1,1.0,1.8,1.8,2.4,6.0,6.0,1.7,-2.0,0.2,2.9,3.3,2.8,4.4,1.9,3.4,3.2,4.3,3.4,1.3,3.7,4.0,0.0,-1.2,-3.3,7.2,1.3,-0.5,-0.3,-4.9,1.3,2.6,0.4,4.4,-2.1,6.4,6.4,7.4,4.7,6.0,-0.5,0.6,-3.0,3.9,4.4,4.1,4.6,3.0,8.6
2021-03,5.2,3.2,14.7759,1.173,745.748,2.6,4.8,3.5,10484.6,122.23,63.54,86.5,5.7,6.0,6.0,5.9,4.9,6.7,6.8,7.2,13.4,-1.0,3.4,7.3,2.8,4.4,7.5,2.7,3.7,3.2,3.7,4.5,2.1,4.8,0.3,0.2,0.7,2.2,0.6,0.8,0.6,0.6,0.5,0.5,0.7,0.4,3.0,6.0,6.0,0.7,-1.7,-0.4,1.6,2.0,3.0,4.5,2.5,3.4,3.2,4.3,3.4,3.8,4.1,4.4,0.3,3.3,2.4,7.0,4.5,-0.5,-0.3,-3.2,1.8,3.2,0.4,4.6,0.8,4.1,4.1,3.4,5.2,6.5,0.1,0.7,-1.4,3.9,4.5,4.0,4.6,5.2,8.6
2021-04,6.7,4.4,14.495,1.202,759.889,4.2,102.2,3.5,10585.9,129.7,67.25,89.7,6.3,6.6,6.4,7.0,4.9,7.1,8.1,7.8,16.8,0.0,6.3,8.0,4.2,2.9,2.9,2.8,4.7,4.4,5.1,5.7,3.4,5.5,1.0,0.9,1.4,2.2,0.6,0.8,0.6,0.6,0.5,0.5,0.7,0.4,3.8,6.0,6.3,0.8,-1.6,-0.3,1.5,2.0,3.4,4.4,3.5,3.4,3.2,4.3,3.4,10.6,5.1,5.5,1.4,18.6,21.3,7.8,5.1,-0.4,-0.1,-4.7,2.4,3.2,0.8,8.1,-0.9,4.1,4.1,3.4,5.2,6.5,2.0,2.3,1.1,4.0,4.4,4.0,4.7,5.2,8.1
2021-05,7.4,5.2,13.7373,1.2227,788.254,5.0,37.2,3.5,10751.4,135.2,69.32,90.96,6.6,6.9,7.0,6.7,4.9,8.5,7.0,5.7,20.0,-6.6,6.6,8.8,4.4,5.3,5.0,5.6,5.8,5.4,6.0,7.2,4.2,6.6,1.8,1.7,2.2,2.2,0.6,0.8,0.6,0.6,0.5,0.5,0.7,0.4,4.5,5.8,6.2,0.9,-2.0,0.2,1.9,2.0,3.5,4.4,4.2,3.2,3.0,4.3,3.6,15.2,6.6,6.8,2.5,30.6,37.3,8.9,4.3,-0.2,0.0,-5.8,1.6,2.1,0.8,5.0,-1.9,4.1,4.1,3.4,5.2,6.5,2.5,3.5,0.5,4.1,4.4,4.0,4.7,5.2,8.1
2021-06,7.7,4.9,14.2854,1.1858,796.871,5.4,11.8,3.5,10489.7,127.65,75.13,92.23,6.7,7.0,6.2,7.4,4.5,8.7,6.9,6.4,21.5,-3.5,6.7,7.3,3.2,4.0,5.3,3.2,5.3,4.7,5.5,6.7,3.3,6.5,1.7,1.6,2.1,2.7,0.8,0.5,1.0,1.0,1.0,0.9,0.4,1.2,5.0,5.8,6.2,1.3,0.6,1.8,1.2,1.3,3.8,4.5,4.9,3.2,3.0,4.3,3.6,12.3,5.4,5.7,3.1,22.4,27.4,5.6,6.8,-0.5,0.0,-11.1,1.6,2.0,0.8,5.2,-2.1,4.1,4.1,3.4,5.2,6.5,2.7,3.5,0.8,4.1,4.5,3.9,4.7,5.2,8.1
2021-07,7.1,4.6,14.6019,1.187,803.451,5.4,-5.0,3.5,10928.7,128.97,76.33,89.4,6.6,7.1,6.3,7.5,4.4,9.3,4.7,6.3,22.5,-2.7,4.7,6.5,4.8,3.1,3.7,2.8,5.2,5.3,4.5,8.1,3.9,4.9,1.8,1.6,2.1,3.8,0.8,0.5,1.0,1.0,1.0,0.9,0.4,1.2,4.8,4.7,13.7,1.3,0.8,0.4,1.7,1.3,3.6,5.6,4.1,3.4,3.2,4.3,3.6,7.9,4.8,4.9,3.5,13.1,15.2,5.3,3.7,-0.5,0.0,-9.7,1.7,2.9,0.8,5.0,-4.7,4.1,4.1,3.4,5.2,6.5,2.2,3.9,-1.3,4.2,5.6,5.0,5.9,4.7,0.6
2021-08,7.2,4.9,14.5242,1.1809,817.119,5.3,1.6,3.5,10738.3,131.48,72.99,87.79,6.9,7.4,6.2,8.2,3.5,10.6,6.1,5.5,21.3,-2.3,5.6,5.3,5.0,3.4,3.8,3.2,5.1,5.0,3.6,6.6,4.6,5.3,1.9,1.6,2.6,3.9,0.8,0.5,1.0,1.0,1.0,0.9,0.4,1.2,4.4,4.3,13.9,1.3,-0.1,0.7,1.8,1.3,3.4,5.5,3.8,3.4,3.2,4.3,3.3,9.9,5.3,5.4,4.1,16.4,19.6,5.0,5.3,-0.5,0.0,-10.0,1.9,3.6,0.9,5.2,-4.1,4.1,4.1,3.4,5.2,6.5,2.7,4.3,-1.5,4.2,5.5,5.0,5.9,4.7,0.6
2021-09,7.8,5.0,15.0683,1.158,799.806,5.4,0.5,3.5,10401.6,127.02,78.52,89.11,6.7,7.1,6.1,7.9,3.1,10.3,5.2,5.5,22.4,-2.1,4.2,5.8,5.5,2.7,1.3,3.7,4.2,5.1,3.5,6.4,4.8,2.5,1.8,1.5,2.4,4.0,0.9,0.0,1.2,0.9,1.3,1.4,-0.1,1.4,4.5,4.3,14.0,1.8,-0.1,-0.4,2.7,2.4,3.6,5.5,4.2,3.4,3.2,4.3,3.3,10.2,5.0,5.0,4.7,16.7,19.9,5.0,6.7,-0.6,0.0,-11.2,1.6,3.1,0.9,3.8,-3.3,4.1,4.1,3.4,5.2,6.5,3.1,4.4,0.2,4.3,5.5,5.0,5.9,4.7,0.6
2021-10,8.1,5.0,15.2412,1.1558,795.943,6.2,-8.9,3.5,10937.5,127.95,84.38,87.83,6.1,6.7,5.9,7.3,3.0,9.1,4.1,4.9,21.0,-2.3,7.2,4.5,5.7,2.3,0.4,3.4,4.0,5.4,4.0,6.9,5.2,1.3,1.8,1.6,2.4,4.0,0.9,0.0,1.2,0.9,1.3,1.4,-0.1,1.4,4.1,4.3,14.0,1.8,0.0,-0.1,2.7,2.4,3.7,5.5,4.5,3.4,3.2,4.3,3.3,10.9,5.1,5.1,5.3,19.2,23.1,5.1,6.0,-0.6,0.0,-12.3,1.4,2.7,0.8,3.2,-6.5,4.1,4.1,3.4,5.2,6.5,4.2,5.7,0.7,4.3,5.5,5.0,5.9,4.7,0.6
2021-11,9.6,5.5,15.8859,1.1338,801.185,6.8,0.0,3.75,11426.3,129.71,70.57,84.64,5.5,6.0,5.6,6.3,2.3,8.6,4.7,5.3,20.9,-3.8,2.7,4.5,6.1,1.5,0.6,2.1,4.7,5.3,4.1,7.2,4.8,3.6,1.8,1.6,2.1,3.9,0.9,0.0,1.2,0.9,1.3,1.4,-0.1,1.4,3.7,4.3,14.0,1.8,0.6,-0.1,2.6,2.4,3.7,5.5,4.7,3.4,3.2,4.3,3.3,14.9,5.6,5.5,5.9,27.8,34.6,4.4,8.3,-0.6,0.0,-12.8,1.3,2.9,0.8,2.5,-5.3,4.1,4.1,3.4,5.2,6.5,3.7,5.8,-1.4,4.2,5.5,5.0,5.9,4.7,0.6
2021-12,10.8,5.9,15.9372,1.137,822.722,7.0,-0.7,3.75,11975.3,133.46,77.78,83.09,5.5,5.9,5.4,6.4,1.8,8.6,3.7,5.3,20.8,-1.2,3.1,3.6,5.6,1.4,0.1,2.1,4.8,5.4,3.6,7.8,4.7,3.8,1.7,1.6,2.1,4.3,1.1,-0.5,1.8,1.3,1.8,1.9,-0.4,1.5,4.2,4.4,14.0,2.1,1.1,0.1,2.8,2.6,3.7,5.6,4.5,3.4,3.2,4.3,3.3,16.7,5.0,5.0,5.2,32.5,40.4,4.5,9.9,-0.6,0.0,-12.4,1.4,3.1,0.9,2.8,-7.9,4.1,4.1,3.4,5.2,6.5,4.2,5.3,1.8,4.3,5.6,5.0,5.9,4.7,0.6
2022-01,10.1,5.7,15.3866,1.1235,829.696,7.5,3.1,4.0,12078.3,139.89,91.21,84.91,5.7,6.2,5.6,6.8,1.5,8.2,4.6,5.2,22.9,-2.0,8.6,2.9,6.1,1.1,-1.7,2.7,4.7,5.0,3.2,7.4,4.5,4.0,1.5,1.4,1.7,4.3,1.1,-0.5,1.8,1.3,1.8,1.9,-0.4,1.5,4.5,4.4,14.2,2.2,0.0,1.1,3.1,2.6,3.4,5.5,3.7,3.4,3.2,4.3,3.3,14.5,5.2,5.1,6.5,26.0,32.2,3.3,10.0,-0.9,0.0,-14.7,1.9,3.4,1.1,4.7,-3,4.1,4.1,3.4,5.2,6.5,5.0,6.0,2.8,4.6,5.5,5.4,5.9,5.7,0.3
2022-02,10.5,5.7,15.3756,1.1219,834.209,7.9,1.8,4.0,12434.1,147.15,100.99,86.43,6.4,6.7,6.9,6.6,3.7,8.6,5.3,4.7,22.7,-1.6,7.7,1.8,7.2,2.8,1.5,3.6,4.8,5.2,3.0,6.9,5.4,4.0,1.6,1.6,1.6,4.4,1.1,-0.5,1.8,1.3,1.8,1.9,-0.4,1.5,4.4,4.5,14.1,2.6,1.0,2.1,3.0,2.6,4.9,3.8,4.6,5.2,5.3,4.7,3.5,14.3,5.7,5.5,7.4,23.9,29.4,3.5,12.3,-0.9,0.0,-14.9,2.0,3.3,1.0,4.8,-2.4,4.1,4.1,3.4,5.2,6.5,6.1,6.1,6.3,3.2,3.8,3.1,3.6,5.7,0.3
2022-03,11.9,5.9,14.6115,1.1067,837.985,8.5,-0.1,4.25,12435.4,157.59,107.91,88.97,6.2,6.6,7.3,5.8,4.7,9.0,4.6,4.1,19.8,-0.7,2.8,3.4,6.5,3.1,2.8,3.3,5.9,7.0,4.2,7.7,7.7,3.8,1.6,1.7,1.7,4.8,1.9,0.6,2.4,1.7,2.7,2.7,0.5,2.6,4.5,4.4,14.1,3.0,1.1,2.5,3.4,2.9,4.9,3.8,4.4,5.2,5.3,4.7,3.5,15.7,5.3,5.1,8.5,26.9,33.2,3.6,14.0,-0.9,0.0,-15.7,1.7,3.6,1.0,3.0,-1.7,4.4,4.4,4.5,4.2,6.4,6.7,6.2,7.8,3.2,3.8,3.4,3.6,3.3,0.3
2022-04,13.1,5.9,15.7892,1.0545,823.982,8.3,-7.6,4.25,11980.4,161.73,109.34,90.17,6.0,6.3,7.6,4.9,4.8,8.5,4.8,3.7,21.2,-0.7,0.2,3.5,7.1,3.9,4.5,3.6,6.3,6.9,4.6,7.7,7.3,4.9,1.7,1.6,1.7,4.8,1.9,0.6,2.4,1.7,2.7,2.7,0.5,2.6,4.5,4.4,14.1,3.3,1.7,3.9,3.6,2.9,4.7,4.8,4.1,5.2,5.3,4.7,3.5,14.7,6.3,6.0,9.4,24.3,29.2,5.4,12.6,-0.9,0.0,-14.5,1.5,3.9,0.6,3.7,-2.2,4.4,4.4,4.5,4.2,6.4,5.6,5.4,5.9,3.8,4.8,4.0,4.7,3.3,0.6
2022-05,14.7,6.5,15.6405,1.0734,832.319,8.6,-2.3,4.75,11937.0,158.5,122.84,87.03,7.6,7.8,9.3,6.3,8.4,9.4,6.2,3.8,26.9,2.1,3.5,4.0,8.2,4.9,5.8,4.3,6.6,7.4,5.6,7.9,7.8,5.4,1.7,1.7,1.8,4.9,1.9,0.6,2.4,1.7,2.7,2.7,0.5,2.6,4.4,4.6,14.4,4.3,2.7,5.9,4.3,2.9,4.9,4.8,4.6,5.2,5.3,4.7,3.3,15.7,6.1,5.7,10.2,26.9,32.5,5.5,12.5,-0.6,0.2,-11.9,1.9,4.1,0.6,4.3,2.1,4.4,4.4,4.5,4.2,6.4,6.2,5.9,6.8,3.9,4.8,4.0,4.7,3.3,0.6
2022-06,16.2,7.4,16.2782,1.0484,806.856,9.1,,4.75,10981.3,152.58,114.81,87.98,8.6,9.0,11.1,7.0,11.2,9.5,6.7,4.7,32.5,0.3,5.6,5.7,7.7,5.5,6.3,5.0,6.7,7.6,6.6,7.9,8.0,4.9,2.0,2.1,1.7,5.1,2.4,1.3,2.9,2.2,3.0,3.0,1.6,2.8,4.3,4.6,14.5,4.7,1.7,6.3,5.2,3.5,5.1,4.8,5.1,5.2,5.3,4.7,3.3,20.0,6.1,5.5,11.1,36.9,45.3,6.3,14.3,-0.2,0.2,-7.2,2.1,3.9,0.6,6.0,1.8,4.4,4.4,4.5,4.2,6.4,6.2,7.0,4.4,4.0,4.8,4.3,4.7,3.3,0.6
2022-07,,,16.6237,1.022,826.341,,,5.5,11445.0,,110.01,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
